ID,Text,Subject
train_07580,"Deep learning has been successfully applied to inverse problems such as denoising, super-resolution, inpainting, and film colorization. These applications include learning methods such as ""Shrinkage Fields for Effective Image Restoration"" which trains on an image dataset, and Deep Image Prior, which trains on the image that needs restoration.",Computer Sciences
train_07581,"*%*#@@# In fact it is possible to grow an entire plant from a single leaf, as is the case with plants in Streptocarpus sect",Natural Sciences
train_07582,"During the 1998 Tour de France, a doping scandal known as the Festina Affair shook the sport to its core when it became apparent that there was systematic doping going on in the sport",Sports
train_07583,"The limiting case applies when the velocity u is very small compared to c, the speed of light.",Natural Sciences
train_07584,"They depict the Hamsa, Vidhurapandita, Ruru, Kshanti Jataka tales and the Purna Avadhana",Geography
train_07585,"The Hawks shifted from the Tri-Cities to Milwaukee in 1951, and then to St",Sports
train_07586,"a fight in players type last PUBG hundred player a deathmatch remain a battle the in players one standing last game man up royale, versus where player large-scale shooter to is alive of fight which to",Gaming
train_07587,"Then, on 8 December 2015, following an auction, it was revealed that Pune and Rajkot would replace Chennai and Rajasthan for two seasons.",Sports
train_07588,"Other shrines carved from the same rock are dedicated to Ganga, Yamuna, Saraswati, the ten avatars of Vishnu, Vedic gods and goddesses including Indra, Agni, Vayu, Surya and Usha, as well as non-Vedic deities like Ganesha, Ardhanarishvara (half Shiva, half Parvati), Harihara (half Shiva, half Vishnu), Annapurna, Durga and others",Geography
train_07589,"Currently in the U.S., the NBA has a contract with ESPN (and ABC) and TNT through the 2024–25 season",Sports
train_07590,"The role of women in the Revolution has long been a topic of debate. Deprived of political rights under the Ancien Regime, the 1791 Constitution classed them as ""passive"" citizens, leading to demands for social and political equality for women and an end to male domination. They expressed these demands using pamphlets and clubs such as the Cercle Social, whose largely male members viewed themselves as contemporary feminists. However, in October 1793, the Assembly banned all women's clubs and the movement was crushed; this was driven by the emphasis on masculinity in a wartime situation, antagonism towards feminine ""interference"" in state affairs due to Marie Antoinette, and traditional male supremacy. A decade later the Napoleonic Code confirmed and perpetuated women's second-class status.At the beginning of the Revolution, women took advantage of events to force their way into the political sphere, swore oaths of loyalty, ""solemn declarations of patriotic allegiance, [and] affirmations of the political responsibilities of citizenship."" Activists included Girondists like Olympe de Gouges, author of the Declaration of the Rights of Woman and of the Female Citizen, and Charlotte Corday, the killer of Marat. Others like Théroigne de Méricourt, Pauline Léon and the Society of Revolutionary Republican Women supported the Jacobins, staged demonstrations in the National Assembly and took part in the October 1789 March to Versailles. Despite this, the constitutions of 1791 and 1793 denied them political rights and democratic citizenship.On 20 June 1792 a number of armed women took part in a procession that ""passed through the halls of the Legislative Assembly, into the Tuileries Garden, and then through the King's residence."" Women also assumed a special role in the funeral of Marat, following his murder on 13 July 1793 by Corday; as part of the funeral procession, they carried the bathtub in which he died, as well as a shirt stained with his blood. On 20 May 1793 women were in the forefront of a crowd demanding ""bread and the Constitution of 1793""; when they went unnoticed, they began ""sacking shops, seizing grain and kidnapping officials.""",History
train_07591,"Cockades were widely worn by revolutionaries beginning in 1789. They now pinned the blue-and-red cockade of Paris onto the white cockade of the Ancien Régime. Camille Desmoulins asked his followers to wear green cockades on 12 July 1789. The Paris militia, formed on 13 July, adopted a blue and red cockade. Blue and red are the traditional colours of Paris, and they are used on the city's coat of arms. Cockades with various colour schemes were used during the storming of the Bastille on 14 July.The Liberty cap, also known as the Phrygian cap, or pileus, is a brimless, felt cap that is conical in shape with the tip pulled forward. It reflects Roman republicanism and liberty, alluding to the Roman ritual of manumission, in which a freed slave receives the bonnet as a symbol of his newfound liberty.",History
train_07592,"This ploy led to the use of processor bit size as a key factor in marketing video game consoles over the next decade, a period known as the ""bit wars"".",Gaming
train_07593,"The term big data has been in use since the 1990s, with some giving credit to John Mashey for popularizing the term.",Computer Sciences
train_07594,"early motherboard (""shadowed"") needs loaded (usually card is can PCjr) is IBM PC by (On the means BIOS the BIOS including modern in is this ROM An was case the before usually some RAM the accessible requires faster of card reverse through services copied so An an supported or system systems required into additional BIOS will if than operating RAM. on add-in system be not this, it run the the it made (notably advantage is much main be ROM option systems, the boot code ROM was that very process). of faster.) and card ROM the initialized and to",Computer Sciences
train_07595,"When they join the queue, fans are handed queue cards",Sports
train_07596,"However, the turn of the century would soon bring hope and glory to the franchise.",Sports
train_07597,"If Blizzard wants this thing to work, they're gonna have to figure out a competitive framework that's true to Overwatch's spirit, rather than just the spirit of competition."" Kaplan acknowledged that with the introduction of competitive mode that the whole of the Overwatch community has become more toxic, and they are continually adapting elements behind the scenes to help deal with aggressive players more responsibly, while trying to promote more enjoyable matches.",Gaming
train_07598,"On November 26, 1941, a Japanese task force (the Striking Force) of six aircraft carriers—Akagi, Kaga, Sōryū, Hiryū, Shōkaku, and Zuikaku—departed Hittokapu Bay on Kasatka (now Iterup) Island in the Kuril Islands, en route to a position northwest of Hawaii, intending to launch its 408 aircraft to attack Pearl Harbor: 360 for the two attack waves and 48 on defensive combat air patrol (CAP), including nine fighters from the first wave.",History
train_07599,The machine-gunners' dreams of point blank fire into serried masses of Emus were soon dissipated,History
train_07600,"Two example subgroups are Super Junior-K.R.Y., which consists of Super Junior members Kyuhyun, Ryeowook, and Yesung, and Super Junior-M, which became one of the best-selling K-pop subgroups in China.Online marketing includes music videos posted to YouTube in order to reach a worldwide audience",Pop Culture
train_07601,"times, threat Ellora the destination the and the along have in Caves, paintings increasing especially become Ajanta to crowded the popular with often The are holiday at the caves, most Caves, Maharashtra, tourist",Geography
train_07602,"Some of the genes from the plant cell nucleus have even been transferred to the slugs, so that the chloroplasts can be supplied with proteins that they need to survive.An even closer form of symbiosis may explain the origin of chloroplasts",Natural Sciences
train_07603,England were undefeated in Test matches through the 2004 calendar year,Sports
train_07604,"It is often useful, because many commonly encountered forces are conservative.",Natural Sciences
train_07605,"The south, meanwhile, constituted the State of Vietnam, with Bảo Đại as Emperor and Ngô Đình Diệm (appointed in July 1954) as his prime minister. Neither the United States government nor Ngô Đình Diệm's State of Vietnam signed anything at the 1954 Geneva Conference.",History
train_07606,"This cave (35.7 m × 27.6 m) has one of the most elaborate carved facades, with relief sculptures on entablature and ridges, and most surfaces embellished with decorative carving",Geography
train_07607,Remakes of the games are usually released around a decade after the original versions for the latest console at the time,Gaming
train_07608,"The Australian team of 1989 was comparable to the great Australian teams of the past, and resoundingly defeated England 4–0",Sports
train_07609,"For the next stage – the last 16 – the winning team from one group plays against the runners-up from another group, and teams from the same association may not be drawn against each other",Sports
train_07610,"Over the next 11 years, she discovered that females only had the X chromosome and males had both X and Y chromosomes",Natural Sciences
train_07611,"There are certain communities that develop kernels based on the official Linux. Some interesting bits of code from these forks (i.e., a slang term meaning ""derived projects"") that include Linux-libre, Compute Node Linux, INK, L4Linux, RTLinux, and User-Mode Linux (UML) have been merged into the mainline. Some operating systems developed for mobile phones initially used heavily modified versions of Linux, including Google Android, Firefox OS, HP webOS, Nokia Maemo and Jolla Sailfish OS. In 2010, the Linux community criticised Google for effectively starting its own kernel tree:",Computer Sciences
train_07612,The entrance of the Cave has a carved facade decorated with numerous Indian motifs including apsaras and meditating monks,Geography
train_07613,"This does not affect the first battle between the rivals, as they can only use Normal-type attacks at this point, meaning that they cannot exploit weaknesses",Gaming
train_07614,"Its date could be ascribed to circa 477 CE, just before the sudden death of Emperor Harisena",Geography
train_07615,"Current Olympic sports, like badminton, basketball, and volleyball, first appeared on the programme as demonstration sports, and were later promoted to full Olympic sports.",Sports
train_07616,"Cloud sandbox—A live, isolated computer environment in which a program, code or file can run without affecting the application in which it runs.",Computer Sciences
train_07617,"In July 2018, Feige noted discussions had begun with Disney regarding any potential involvement Marvel Studios could have with the streaming service, since Feige felt the service was ""an important thing for the company""",Pop Culture
train_07618,"In 1995, the $$#@@%% percentage of song titles using English in the top 50 charts was 8%",Pop Culture
train_07619,"of At down 2005 dropped subscriptions lowest June 5.6 2015, to the end million, since",Gaming
train_07620,"The first, ""Bastet"", focuses on Ana and Soldier: 76",Gaming
train_07621,"On 6 August, Trump signed two executive orders banning U.S",Pop Culture
train_07622,"These mostly avoided over-painting the ""official"" programme and after the best positions were used up are tucked away in less prominent positions not yet painted; the total of these (including those now lost) was probably over 300, and the hands of many different artists are visible",Geography
train_07623,"Furthermore, structures can be seen as processes, that is, process combinations.",Natural Sciences
train_07624,"Groups usually have a leader, who is often the eldest or most experienced member and speaks for the group",Pop Culture
train_07625,68 Bill to head at Bruce break would record Buccaneers Arians also coach years coach old Belichick's win oldest head championship for a,Sports
train_07626,The following introduces the basic concepts of classical mechanics,Natural Sciences
train_07627,Those near the border who choose to stay away from the banned media from flash drives often cannot escape it,Pop Culture
train_07628,"Day as a paid state employees' holiday in 1990, the NFL moved the game to the Rose Bowl in Pasadena, California",Sports
train_07629,"During the 1960s and 1970s, only Atlético Madrid offered Real Madrid any serious challenge",Sports
train_07630,The fundamental frequency is the reciprocal of the period of the periodic phenomenon.,Natural Sciences
train_07631,"To this day, the NBA claims the BAA's history as its own",Sports
train_07632,"Because rainbows are seen with the sun 180° away from the centre of the rainbow, rainbows are more prominent the closer the sun is to the horizon.",Natural Sciences
train_07633,"Within two days of Final Fantasy VIII's North American release on September 9, 1999, it became the top-selling video game in the United States, a position it held for more than three weeks",Gaming
train_07634,"Inside these are free-standing trilithons, two bulkier vertical Sarsens joined by one lintel",Geography
train_07635,"Louis Hawks moving to Atlanta, as well as the addition of its first expansion franchises",Sports
train_07636,"In December 2019, Russia was banned for four years from all major sporting events for systematic doping and lying to WADA",Sports
train_07637,"The exception to this rule is Pokémon Yellow, where players are given a Pikachu, an Electric-type mouse Pokémon, famous for being the mascot of the Pokémon media franchise; unique to Pokémon Yellow, the three starter Pokémon from Red and Blue can be obtained during the quest by a single player.Another consistent aspect is that the player's rival will always choose the type that has a type advantage over the player's chosen Pokémon as their starter Pokémon (excluding Sun and Moon and Sword and Shield.)",Gaming
train_07638,"The structure of the NFT market resembles a pyramid or Ponzi scheme, in which early adopters profit at the expense of those buying in later.",Pop Culture
train_07639,On this side of the corridor are also paintings that show the future Buddha as a baby with sage Asita with rishi-like looks,Geography
train_07640,"The young sporophyte develops within the seed, which on germination splits to release it",Natural Sciences
train_07641,"In the electromagnetic CGS system, electric current is a fundamental quantity defined via Ampère's law and takes the permeability as a dimensionless quantity (relative permeability) whose value in a vacuum is unity",Natural Sciences
train_07642,"In July 2020, twenty lawsuits against TikTok were merged into a single class action lawsuit in the United States District Court for the Northern District of Illinois",Pop Culture
train_07643,"in a photosynthesis as for the in evolved cyanobacteria biochemical oxygenic The the to source common performing photosynthesis capacity (formerly electrons of called ancestor algae), water only which are use prokaryotes extant blue-green once,",Natural Sciences
train_07644,"Years ago, in the ruined temple of Atal'Hakkar, loyal priests of the Blood God Hakkar the Soulflayer attempted to summon the wrathful deity's avatar into the world",Gaming
train_07645,"Both autopolyploid and allopolyploid plants can often reproduce normally, but may be unable to cross-breed successfully with the parent population because there is a mismatch in chromosome numbers",Natural Sciences
train_07646,"Early photosynthetic systems, such as those in green and purple sulfur and green and purple nonsulfur bacteria, are thought to have been anoxygenic, and used various other molecules than water as electron donors",Natural Sciences
train_07647,"In contrast, the Madras Army and Bombay Army were ""more localized, caste-neutral armies"" that ""did not prefer high-caste men"". The domination of higher castes in the Bengal Army has been blamed in part for initial mutinies that led to the rebellion.",History
train_07648,"Nintendo released the Nintendo Switch in 2017, one of the first hybrid consoles, with the ability to be played as a handheld device but also can be placed into a docking station connected to a television and played like a home console.",Gaming
train_07649,"These include the amount of light available, the amount of leaf area a plant has to capture light (shading by other plants is a major limitation of photosynthesis), the rate at which carbon dioxide can be supplied to the chloroplasts to support photosynthesis, the availability of water, and the availability of suitable temperatures for carrying out photosynthesis.",Natural Sciences
train_07650,"Buckminster Fuller, whose geodesic ##@$@@# dome is constructed on the same structural principles.",Natural Sciences
train_07651,"Newby also added that shifting to different time periods would help Marvel Studios ""sustain this cinematic universe for the next 10 years"" by allowing them to repeat some of the genres previously used, as they could then feel ""fresh"" and have ""different rules and different restraints,"" as well as allow them to build upon material established in the television series such as Agent Carter",Pop Culture
train_07652,"Because on-screen translations are limited to a small space, there is no room for translators to provide the necessary context for these words, and thus they are often left out or overly simplified, frequently so in the case of Squid Game",Pop Culture
train_07653,Some reports indicated that the event killed some wildlife,Geography
train_07654,"In October 2016, FIFA president Gianni Infantino stated his support for a 48-team World Cup in 2026.[36] On 10 January 2017, FIFA confirmed the 2026 World Cup will have 48 finalist teams.",Sports
train_07655,"In the algorithm above, steps 1, 2 and 7 will only be run once.  For a worst-case evaluation, it should be assumed that step 3 will be run as well.  Thus the total amount of time to run steps 1-3 and step 7 is:",Computer Sciences
train_07656,"Within Family View, introduced in January 2014, parents can adjust settings for their children's tied accounts, limiting the functionality and accessibility to the Steam client and purchased games.In accordance with its acceptable use policy, Valve retains the right to block customers' access to their games and Steam services when Valve's Anti-Cheat (VAC) software determines that the user is cheating in multiplayer games, selling accounts to others, or trading games to exploit regional price differences",Gaming
train_07657,Images formed from reflection in two (or any even number of) mirrors are not parity inverted,Natural Sciences
train_07658,"A number of Chinese K-pop idols, such as Super Junior-M's Han Geng and Exo-M's Kris, Luhan, and Tao, have left their respective K-pop groups in order to pursue solo careers in China",Pop Culture
train_07659,"On August 20, 1920, a meeting was held by representatives of the Akron Pros, Canton Bulldogs, Cleveland Indians, and Dayton Triangles at the Jordan and Hupmobile auto showroom in Canton, Ohio",Sports
train_07660,The second season brought in an additional eight franchise for a total of twenty,Gaming
train_07661,This included working with various anti-cheat developers such as Easy Anti-Cheat and BattlEye to make sure their solutions worked with Proton,Gaming
train_07662,"A month after release, the Xbox version had sold more than four million copies and was the fourth bestselling game in the United States, according to The NPD Group",Gaming
train_07663,"At the end of each short round, players are rewarded based on individual and team performance with in-game currency to spend on other weapons or utility in subsequent rounds. ",Natural Sciences
train_07664,"League of Legends is one of the world's largest esports, described by The New York Times as its ""main attraction"". Online viewership and in-person attendance for the game's esports events outperformed those of the National Basketball Association, the World Series, and the Stanley Cup in 2016.",Gaming
train_07665,"Kingsglaive: Final Fantasy XV, a CGI movie set for release prior to the game in Summer 2016, is set during the game's opening and follows new and secondary characters.",Gaming
train_07666,The light-dependent reactions are of two forms: cyclic and non-cyclic.,Natural Sciences
train_07667,Hourly news bulletins and travel (using RDS) were also broadcast.,Sports
train_07668,Pyridine and furan are examples of aromatic heterocycles while piperidine and tetrahydrofuran are the corresponding alicyclic heterocycles,Natural Sciences
train_07669,The resultant number of cells in mitosis is twice the number of original cells,Natural Sciences
train_07670,"Germany was the most successful nation at the Games, which did much to support their allegations of Aryan supremacy, but notable victories by African American Jesse Owens, who won four gold medals, and Hungarian Jew Ibolya Csák, blunted the message.",Sports
train_07671,"Entertainment void, and resultantly the Fair Trade Commission released contract templates to regulate industry conditions.In 2014, South Korea passed a law to regulate its music industry, protecting idols aged under 19 from unhealthy labor practices and overtly sexualized performances and guaranteeing them ""the basic rights to learn, rest and sleep."" Failure to comply with these regulations may lead to the equivalent of a US$10,000 fine.Industry professionals such as SM Entertainment's CEO Kim Young-min have defended the system, arguing that individuals trained within the system are ""no different than typical middle or high school kids, who go to after-school programs to cram for college entrance exams."" Kim has also argued that there is a need to consider the expenses incurred by the company during the trainee period, including ""facilities, equipment, costumes, and virtually everything the trainees need.""On March 7, 2017, the South Korea Fair Trade Commission (KFTC) passed new regulations in order to protect trainee idols from unfair terms and working conditions",Pop Culture
train_07672,"Corporation 2017, December 30 the more and Windows reported Xbox that between there versions By PUBG were than million players worldwide",Gaming
train_07673,Each cell has rock-cut beds for the monks,Geography
train_07674,No other cells can pass on inherited characters,Natural Sciences
train_07675,One of the most popular songs was Huimangga (Korean: 희망가; Hanja: 希望歌),Pop Culture
train_07676,"The first photosynthetic organisms probably evolved early in the evolutionary history of life and most likely used reducing agents such as hydrogen or hydrogen sulfide, rather than water, as sources of electrons",Natural Sciences
train_07677,"In 2013, 438.3 million GPUs were shipped globally and the forecast for 2014 was 414.2 million.",Computer Sciences
train_07678,Biomolecular chemistry is a major category within organic chemistry which is frequently studied by biochemists,Natural Sciences
train_07679,JYJ also performed in both Berlin and Barcelona,Pop Culture
train_07680,"The disagreement between qualitative theory (paramagnetic) and observation (diamagnetic) led to the development of models for magnetic coupling, such as the exchange interaction",Natural Sciences
train_07681,"Brazil's Djalma Santos (1954–1962), West Germany's Franz Beckenbauer (1966–1974), and Germany's Philipp Lahm (2006–2014) are the only players to be named to three World Cup All-Star Teams.",Sports
train_07682,"Complicating factors include safety, durability, thermal breakdown, its environmental impact and cost",Pop Culture
train_07683,At the end of the 1960s Korean pop music underwent another transformation,Pop Culture
train_07684,13 Court in time for the 2009 Championships,Sports
train_07685,"The dimensions of the courtyard are 82 meters by 46 meters at the base, and 30 meters high (280 × 160 × 106 feet)",Geography
train_07686,"There is a thriving K-pop fanbase in Singapore, where idol groups, such as 2NE1, BTS, Girls' Generation, Got7 and Exo, often hold concert tour dates",Pop Culture
train_07687,"The site was vastly transformed into its current form in just 20 years, between early 460 CE to early 480 CE, by regional architects and artisans",Geography
train_07688,"In terms of team selection, matchday squads must have no more than five non-EU representatives",Sports
train_07689," Back in Colonial America, slaves could win their freedom through lawsuits. Although there was a low chance of succeeding, winning in court meant that the slave was now a citizen. Since slaves often didn’t have last names and needed a last name to be a citizen, they were often just given the last name of ‘Freeman’.",History
train_07690,"Vietnamization was again tested by the Easter Offensive of 1972, a massive conventional PAVN invasion of South Vietnam.",History
train_07691,"him trusted first to honorific they or example Sang-woo hyung, term rather Ali to older one as Korean sajang-nim refer been an formal than had Cho met to an more the older gave friend, that used (company a since Ali the of call president) brother using asking",Pop Culture
train_07692,The Grammys have also been criticized for their treatment of female artists specifically,Pop Culture
train_07693,Three players share the record for playing in the most World Cups; Mexico's Antonio Carbajal (1950–1966) and Rafael Márquez (2002–2018); and Germany's Lothar Matthäus (1982–1998) all played in five tournaments.,Sports
train_07694,"In February 2015, Steam began to open similar options for in-game item purchases for third-party games.In conjunction with developers and publishers, Valve frequently provides discounted sales on games on a daily and weekly basis, sometimes oriented around a publisher, genre, or holiday theme, and sometimes allow games to be tried for free during the days of these sales",Gaming
train_07695,"Among other things, a multiprogramming operating system kernel must be responsible for managing all system memory which is currently in use by the programs. This ensures that a program does not interfere with memory already in use by another program. Since programs time share, each program must have independent access to memory.",Computer Sciences
train_07696,"West Virginia: hit by two bombs, seven torpedoes, sunk; returned to service July 1944. 106 dead.",History
train_07697,"Brady would also become the oldest player to ever win a Super Bowl at age 41, while Bill Belichick would be the oldest coach to ever win a Super Bowl at age 66",Sports
train_07698,A small number of scenes show foreigners drinking wine in Caves 1 and 2,Geography
train_07699,Heapsort: One of the best sorting methods being in-place and with no quadratic worst-case scenarios.,Computer Sciences
train_07700,Australia had a narrow first innings lead of 22,Sports
train_07701,"This was not the first instance of actors being cast in multiple roles in the MCU, but this casting was called more ""significant"", and seen by many as a ""disappointing"" indication of ""the growing divide"" and ""lack of more satisfying cooperation"" between Marvel Studios and Marvel Television following the September 2015 corporate reshuffling of Marvel Entertainment.",Pop Culture
train_07702,"In June 2015, Valve created a formal process to allow purchasers to request full refunds on games they had purchased on Steam for any reason, with refunds guaranteed within the first two weeks as long as the player had not spent more than two hours in the game",Gaming
train_07703,"The salver, which is 18.75 inches (about 48 cm) in diameter, is decorated with figures from mythology",Sports
train_07704,"Most Linux users run a kernel supplied by their Linux distribution. Some distributions ship the ""vanilla"" or ""stable"" kernels. However, several Linux distribution vendors (such as Red Hat and Debian) maintain another set of Linux kernel branches which are integrated into their products. These are usually updated at a slower pace compared to the ""vanilla"" branch, and they usually include all fixes from the relevant ""stable"" branch, but at the same time they can also add support for drivers or features which had not been released in the ""vanilla"" version the distribution vendor started basing their branch from.",Sports
train_07705,"According to Stella Kramrisch, the oldest layer of the Cave 10 paintings date from about 100 BCE, and the principles behind their composition are analogous to those from the same era at Sanchi and Amaravati.",Geography
train_07706,"A classic concept in inorganic thermodynamics is the Born-Haber cycle, which is used for assessing the energies of elementary processes such as electron affinity, some of which cannot be observed directly.",Natural Sciences
train_07707,Cave 14 is another unfinished monastery (13.43 × 19.28 m) but carved above Cave 13,Geography
train_07708,"Yellowstone National Park is an American national park located in the western United States, largely in the northwest corner of Wyoming and extending into Montana and Idaho",Geography
train_07709,They purported that having such a percentage of the overall market can be detrimental to the industry and that sector competition would yield positive results for consumers,Gaming
train_07710,"The NBA would become the first major North American professional sports league to allow corporate sponsorship logos on official team uniforms, and the last to have a uniform manufacturer logo appear on its team uniforms",Sports
train_07711,"After the NFL's Green Bay Packers won the first two Super Bowls, some team owners feared for the future of the merger",Sports
train_07712,"and article the of to the layers) which published in most series might original the further relatively internal neural reference were well that data In low cognitive 1,000 inherent levels states sensitivity appeal: to networks what The of time of deep notice over images a graphic was website. the discern a attempting representations a on artistic idea of frequently hierarchy, received the visual subject they demonstrate research the the comments, be for essentially within accessed was on random Guardian's of (20-30 trained",Computer Sciences
train_07713,"Chelsea are the defending champions, having beaten Manchester City 1–0 in the 2021 final.",Sports
train_07714,The cave has a porch with simple cells at both ends,Geography
train_07715,"Taiwanese version of the game was released following the Chinese version, as PUBG Mobile TW",Gaming
train_07716,"Valve's Counter-Strike: Global Offensive also supports Steamworks and cross-platform features on the PlayStation 3, including using keyboard and mouse controls as an alternative to the gamepad",Gaming
train_07717,"Cycle i + 2: instruction j + 2 from thread A is issued, which is a load instruction that misses in all caches.",Computer Sciences
train_07718,"The first time the champions of two European leagues met was in what was nicknamed the 1895 World Championship, when English champions Sunderland beat Scottish champions Hearts 5–3",Sports
train_07719,"Upon learning that the Prussian army was able to support him, Wellington decided to offer battle on the Mont-Saint-Jean escarpment across the Brussels road, near the village of Waterloo. Here he withstood repeated attacks by the French throughout the afternoon of 18 June, aided by the progressively arriving Prussians who attacked the French flank and inflicted heavy casualties. In the evening, Napoleon assaulted the Anglo-allied line with his last reserves, the senior infantry battalions of the Imperial Guard. With the Prussians breaking through on the French right flank, the Anglo-allied army repulsed the Imperial Guard, and the French army was routed.",History
train_07720,They do not obviously resemble a typical leafless cactus such as an Echinocactus,Natural Sciences
train_07721,Plant ecology is the science of the functional relationships between plants and their habitats – the environments where they complete their life cycles,Sports
train_07722,By mid-1943 the campaign in North Africa had been won,History
train_07723,"It is set in the Tomorrowland section of the park, with the area built to look like a new Stark Expo created by Tony Stark after the 2010 one, as seen in Iron Man 2, with various exhibit halls that include the Mark III armor from the films",Pop Culture
train_07724,"They show themes as diverse as a shipwreck, a princess applying makeup, lovers in scenes of dalliance, and a wine drinking scene of a couple with the woman and man amorously seated",Geography
train_07725,"In 2018, the game won the award for Best Ongoing Game by PC Gamer and IGN, the latter of which nominated it for ""Best Nintendo Switch Game"", ""Best Mobile Game"", and ""Best Action Game"".",Gaming
train_07726,momentum. where h and is p is constant the Planck's,Natural Sciences
train_07727,She believes the company used recordings made for the Chinese government-run Institute of Acoustics.,Pop Culture
train_07728,Strawberries and cream are traditionally consumed at the tournament,Sports
train_07729,"local, as @*$**%* well as broadcasting live only to the Eastern Time Zone and using tape-delay in all others",Sports
train_07730,"Beginning in 1970, American troops were withdrawn from border areas where most of the fighting took place and instead redeployed along the coast and interior. ",History
train_07731,"Greenwood, Ernie Holmes, Mel Blount, Jack Ham, and Jack Lambert",Sports
train_07732,"Venter plans to patent his experimental cells, stating that ""they are pretty clearly human inventions""",Natural Sciences
train_07733,"PUBG Corporation later filed a lawsuit against Epic Games Korea in January 2018, alleging that Fortnite Battle Royale was infringing the copyright of Battlegrounds",Gaming
train_07734,A glory kill mechanic and additional platforming manoeuvres were among the main gameplay additions,Gaming
train_07735,"As with many large open-source software projects, developers are required to adhere to the Contributor Covenant, a code of conduct intended to address harassment of minority contributors. Additionally, to prevent offense the use of inclusive terminology within the source code is mandated.",Computer Sciences
train_07736,"Pau Gasol, Spain – two-time NBA champion with Los Angeles Lakers (2009 and 2010), six-time NBA All-Star, 2002 NBA Rookie of the Year, two-time Mr",Computer Sciences
train_07737,"Greene said that Microsoft's support has helped in several ways, not only for the Xbox One version but improving the performance and security of the Windows version",Gaming
train_07738,"As software packages are not required, expansion pack contents are available to all players on launch day.",Gaming
train_07739,Organic reactions are chemical reactions involving organic compounds,Computer Sciences
train_07740,"In 2009, the winner received €450,000 , while each of the 21 stage winners won €8,000  (€10,000  for the team time-trial stage)",Sports
train_07741,"At constant high irradiance, the rate of carbon assimilation increases as the temperature is increased.These two experiments illustrate several important points: First, it is known that, in general, photochemical reactions are not affected by temperature",Natural Sciences
train_07742,pair investment day Championships a the invest the five years for lasts club in of thus every Wimbledon the of the Fans for who tickets receive,Sports
train_07743,"ASIC implementations are common for very-high-volume embedded systems like mobile phones and smartphones. ASIC or FPGA implementations may be used for not-so-high-volume embedded systems with special needs in kind of signal processing performance, interfaces $**%**% and reliability, like in avionics.",Computer Sciences
train_07744,"Cho's musical repertoire included rock, dance, trot and folk-pop",Pop Culture
train_07745,"Porsche returned to Le Mans in 2014 with a new factory LMP1 program, and Nissan returned to run an LMP1 program in 2015.",Sports
train_07746,"It produced a caldera nearly 5/8 of a mile (1 km) deep and 45 by 28 miles (72 by 45 km) in area and deposited the Lava Creek Tuff, a welded tuff geologic formation",Geography
train_07747,Guinsoo went on to apply many of the mechanics and lessons he learned from Defense of the Ancients to the Riot Games title League of Legends.,Gaming
train_07748,"Players are admitted to the junior tournaments upon the recommendations of their national tennis associations, on their International Tennis Federation world rankings and, in the case of the singles events, on the basis of a qualifying competition",Sports
train_07749,"Chaos, unrest, and panic broke out as hysterical South Vietnamese officials and civilians scrambled to leave Saigon.",History
train_07750,"Despite suffering heavy defeats against the West Indies during the 1980s, England continued to do well in the Ashes",Sports
train_07751,"The highest point in the park is atop Eagle Peak (11,358 feet or 3,462 metres) and the lowest is along Reese Creek (5,282 feet or 1,610 metres)",Geography
train_07752,"The second phase of constructions and decorations at Ajanta corresponds to the very apogee of Classical India, or India's golden age",Geography
train_07753,"Nowadays, botanists (in the strict sense) study approximately 410,000 species of land plants of which some 391,000 species are vascular plants (including approximately 369,000 @#*@%$$ species of flowering plants), and approximately 20,000 are bryophytes.Botany originated in prehistory as herbalism with the efforts of early humans to identify – and later cultivate – edible, medicinal and poisonous plants, making it one of the oldest branches of science",Natural Sciences
train_07754,"In April 2022, Wimbledon announced that Russian and Belarusian players are barred from competing in the tournament this year, following Russia’s invasion of Ukraine.",Sports
train_07755,He had always regarded it as a great treasure.,Sports
